consult,llm,asr,env,snr,n_om,n_com,N1,N2,N3,N4,S,tot
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,4,0,0,1,1,2,7,4
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,-2,3,0,0,0,2,1,5,3
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,-2,7,0,0,3,3,1,16,7
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,2,2,0,0,2,2,6,4
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,-2,3,0,0,0,3,0,6,3
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,-2,4,0,0,1,3,0,9,4
day3_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,-2,6,2,0,5,0,3,18,8
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,9,3,0,0,5,7,17,12
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,4,1,0,0,3,2,8,5
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,4,0,0,0,4,0,8,4
day1_consultation05,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,-2,7,3,0,4,4,2,22,10
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,-2,5,0,0,2,0,3,9,5
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,-2,8,0,0,0,7,1,15,8
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,4,2,0,1,3,2,11,6
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,-2,8,0,0,0,5,3,13,8
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,-2,4,1,0,1,1,3,8,5
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,-2,2,0,0,1,1,0,5,2
day2_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,7,1,0,0,7,1,15,8
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,2,0,0,0,1,1,3,2
day1_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,4,0,0,1,2,1,8,4
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,3,0,0,1,0,2,5,3
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,5,1,0,1,4,1,12,6
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,6,3,0,0,5,4,14,9
day3_consultation04,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,-2,11,0,0,0,7,4,18,11
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,6,0,0,0,4,2,10,6
day1_consultation01,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,4,1,0,0,1,4,6,5
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,-2,8,1,0,1,6,2,17,9
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,-2,6,0,0,0,5,1,11,6
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,-2,3,1,0,0,4,0,8,4
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,-2,10,2,0,1,8,3,22,12
day3_consultation06,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,-2,4,0,1,0,1,2,8,4
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_reception,-2,5,0,0,2,2,1,11,5
day1_consultation02,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,6,0,0,0,2,4,8,6
day2_consultation10,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_maternity_ward,-2,10,0,0,4,4,2,22,10
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,7,1,0,0,5,3,13,8
day1_consultation15,openai_gpt-5.2,parakeet-tdt-0.6b-v3,hospital_corridor,-2,3,0,0,1,1,1,6,3
day2_consultation07,openai_gpt-5.2,parakeet-tdt-0.6b-v3,outdoor_traffic,-2,6,0,0,1,4,1,12,6
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,8,7,0,0,1,4,2,13,7
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,8,4,0,0,0,3,1,7,4
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,8,4,0,0,1,2,1,8,4
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,8,0,1,0,0,0,1,1,1
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,8,4,2,0,1,2,3,10,6
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,8,4,0,0,1,2,1,8,4
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,8,2,1,0,0,1,2,4,3
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,8,4,3,0,3,1,3,14,7
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,8,4,1,0,1,3,1,10,5
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,8,5,0,0,3,2,0,13,5
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,8,2,0,0,1,0,1,4,2
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,8,3,0,0,0,2,1,5,3
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,8,4,0,0,0,2,2,6,4
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,8,3,1,0,1,0,3,6,4
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,8,2,0,0,0,1,1,3,2
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,8,1,0,0,0,1,0,2,1
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,8,4,0,1,0,2,1,9,4
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,8,2,0,0,0,2,0,4,2
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,8,6,2,0,3,4,1,18,8
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,8,5,0,0,2,3,0,12,5
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,8,2,2,0,1,1,2,7,4
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,8,6,0,0,0,4,2,10,6
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,8,4,0,0,0,3,1,7,4
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,8,4,0,0,0,3,1,7,4
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,8,6,0,0,1,4,1,12,6
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,8,7,0,0,1,4,2,13,7
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,8,2,0,0,1,0,1,4,2
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,8,3,1,0,1,1,2,7,4
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,8,7,1,0,3,2,3,16,8
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,8,3,1,1,1,1,1,10,4
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,8,6,1,0,0,5,2,12,7
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,8,7,0,0,1,4,2,13,7
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,8,3,0,0,0,1,2,4,3
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,8,5,1,0,0,4,2,10,6
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,8,4,4,0,1,6,1,16,8
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,8,2,0,0,0,0,2,2,2
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,8,3,3,0,1,4,1,12,6
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,8,2,1,0,2,1,0,8,3
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,8,2,0,0,0,2,0,4,2
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,8,7,0,0,0,5,2,12,7
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,8,5,1,0,1,3,2,11,6
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,8,6,0,0,2,3,1,13,6
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,8,3,1,0,1,2,1,8,4
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,8,3,5,0,1,7,0,17,8
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,13,3,1,0,0,1,3,5,4
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,13,2,3,0,1,4,0,11,5
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,13,4,3,0,1,6,0,15,7
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,13,6,2,0,0,3,5,11,8
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,13,5,0,0,0,4,1,9,5
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,13,2,1,0,0,1,2,4,3
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,13,5,0,0,0,4,1,9,5
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,13,4,2,0,0,4,2,10,6
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,13,1,0,0,0,0,1,1,1
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,13,4,0,0,0,3,1,7,4
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,13,6,2,0,2,4,2,16,8
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,13,4,1,0,1,1,3,8,5
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,13,2,0,0,0,2,0,4,2
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,13,3,0,0,1,1,1,6,3
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,13,4,0,0,0,3,1,7,4
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,13,5,0,0,0,3,2,8,5
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,13,1,0,0,1,0,0,3,1
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,13,3,1,0,0,3,1,7,4
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,13,5,2,0,3,3,1,16,7
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,13,3,1,0,0,1,3,5,4
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,13,1,0,0,0,1,0,2,1
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,13,3,5,0,1,5,2,15,8
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,13,4,0,0,1,2,1,8,4
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,13,6,4,0,1,4,5,16,10
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,13,6,0,0,0,4,2,10,6
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,13,4,0,0,0,3,1,7,4
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,13,7,0,0,2,5,0,16,7
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,13,7,0,0,0,4,3,11,7
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,13,1,0,0,0,1,0,2,1
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,13,7,0,0,0,5,2,12,7
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,13,3,1,0,0,3,1,7,4
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,13,5,0,0,1,1,3,8,5
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,13,5,0,0,0,5,0,10,5
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,13,4,0,0,0,4,0,8,4
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,13,2,1,0,0,2,1,5,3
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,13,4,2,0,1,4,1,12,6
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,13,1,1,0,1,1,0,5,2
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,13,3,0,0,1,0,2,5,3
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,13,2,1,0,1,1,1,6,3
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,13,3,0,0,0,3,0,6,3
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,13,2,1,0,0,2,1,5,3
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,13,4,0,0,1,1,2,7,4
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,13,3,1,0,1,3,0,9,4
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,13,3,1,0,1,2,1,8,4
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,-2,11,0,0,3,5,3,22,11
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,-2,6,0,0,1,2,3,10,6
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,-2,1,0,0,0,1,0,2,1
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,-2,1,2,1,0,1,1,7,3
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,-2,3,0,0,1,1,1,6,3
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,-2,3,2,0,1,1,3,8,5
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,-2,10,0,0,1,5,4,17,10
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,-2,5,4,0,3,4,2,19,9
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,-2,5,1,0,1,3,2,11,6
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,-2,5,1,0,0,5,1,11,6
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,-2,6,1,0,2,2,3,13,7
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,-2,8,3,0,3,6,2,23,11
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,-2,7,1,0,0,6,2,14,8
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,-2,6,0,0,2,4,0,14,6
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,-2,9,1,0,2,4,4,18,10
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,-2,6,2,0,0,4,4,12,8
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,-2,8,0,0,1,6,1,16,8
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,-2,7,1,0,1,5,2,15,8
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,-2,5,0,0,2,0,3,9,5
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,-2,6,1,0,1,2,4,11,7
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,-2,4,0,0,0,4,0,8,4
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,-2,11,0,0,0,6,5,17,11
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,-2,4,0,0,0,3,1,7,4
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,-2,4,0,0,0,3,1,7,4
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,-2,8,1,0,3,4,2,19,9
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,-2,8,0,0,4,3,1,19,8
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,-2,5,2,1,0,2,4,12,7
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,-2,7,0,0,2,4,1,15,7
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,-2,3,1,0,0,3,1,7,4
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,-2,1,0,0,0,1,0,2,1
day1_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,-2,6,0,0,1,4,1,12,6
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,-2,4,0,0,1,2,1,8,4
day3_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,-2,2,1,0,0,2,1,5,3
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,-2,7,0,0,0,4,3,11,7
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,-2,6,0,0,1,4,1,12,6
day1_consultation15,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,-2,8,7,0,0,10,5,25,15
day2_consultation10,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,-2,12,0,0,1,6,5,20,12
day2_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,-2,7,5,0,0,10,2,22,12
day3_consultation01,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,-2,2,2,2,0,2,0,12,4
day1_consultation07,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,-2,8,0,0,2,3,3,15,8
day1_consultation05,openai_gpt-5.2,whisper-large-v3-turbo,hospital_reception,-2,7,2,0,3,5,1,20,9
day3_consultation04,openai_gpt-5.2,whisper-large-v3-turbo,hospital_maternity_ward,-2,1,2,0,1,1,1,6,3
day2_consultation06,openai_gpt-5.2,whisper-large-v3-turbo,hospital_corridor,-2,4,0,0,0,4,0,8,4
day1_consultation02,openai_gpt-5.2,whisper-large-v3-turbo,outdoor_traffic,-2,6,1,0,0,7,0,14,7
day2_consultation07,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,8,6,4,0,1,6,3,18,10
day3_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,8,3,1,0,1,3,0,9,4
day1_consultation02,openai_gpt-5.2,assemblyai-universal2,hospital_reception,8,2,0,0,0,2,0,4,2
day2_consultation07,openai_gpt-5.2,assemblyai-universal2,hospital_reception,8,9,0,0,2,4,3,17,9
day2_consultation07,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,8,5,2,0,0,4,3,11,7
day2_consultation10,openai_gpt-5.2,assemblyai-universal2,hospital_reception,8,1,0,0,0,0,1,1,1
day3_consultation06,openai_gpt-5.2,assemblyai-universal2,hospital_reception,8,2,0,0,0,1,1,3,2
day1_consultation15,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,8,5,1,0,0,5,1,11,6
day1_consultation15,openai_gpt-5.2,assemblyai-universal2,hospital_reception,8,3,1,0,0,2,2,6,4
day3_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,8,1,0,0,0,1,0,2,1
day1_consultation15,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,8,3,0,0,0,3,0,6,3
day1_consultation02,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,8,3,0,0,0,2,1,5,3
day2_consultation07,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,8,6,3,0,1,7,1,18,9
day1_consultation05,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,8,4,0,0,1,1,2,7,4
day2_consultation06,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,8,4,0,0,0,4,0,8,4
day3_consultation06,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,8,1,0,0,0,1,0,2,1
day1_consultation07,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,8,3,0,0,1,1,1,6,3
day2_consultation10,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,8,2,0,0,0,1,1,3,2
day1_consultation02,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,8,3,0,0,1,1,1,6,3
day1_consultation05,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,8,2,0,0,0,1,1,3,2
day3_consultation04,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,8,3,0,0,0,3,0,6,3
day1_consultation01,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,8,3,0,0,0,1,2,4,3
day3_consultation04,openai_gpt-5.2,assemblyai-universal2,hospital_reception,8,5,0,0,0,1,4,6,5
day3_consultation06,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,8,3,3,2,0,0,4,12,6
day1_consultation15,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,8,3,1,0,1,2,1,8,4
day2_consultation06,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,8,5,0,0,0,5,0,10,5
day3_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_reception,8,3,0,0,1,1,1,6,3
day3_consultation06,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,8,1,0,0,0,1,0,2,1
day1_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,8,4,0,0,1,2,1,8,4
day1_consultation07,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,8,5,0,0,2,2,1,11,5
day1_consultation05,openai_gpt-5.2,assemblyai-universal2,hospital_reception,8,5,0,0,2,3,0,12,5
day2_consultation06,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,8,5,0,0,0,3,2,8,5
day1_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_reception,8,2,0,0,0,1,1,3,2
day2_consultation10,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,8,2,0,0,0,1,1,3,2
day2_consultation10,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,8,2,0,0,0,0,2,2,2
day1_consultation02,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,8,6,0,0,2,2,2,12,6
day1_consultation07,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,8,4,0,0,2,1,1,9,4
day1_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,8,3,0,0,1,1,1,6,3
day3_consultation01,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,8,3,0,0,1,2,0,7,3
day2_consultation06,openai_gpt-5.2,assemblyai-universal2,hospital_reception,8,4,0,0,0,3,1,7,4
day3_consultation04,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,8,2,0,0,0,1,1,3,2
day1_consultation05,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,8,3,0,0,1,1,1,6,3
day1_consultation07,openai_gpt-5.2,assemblyai-universal2,hospital_reception,8,3,2,0,1,3,1,10,5
day3_consultation04,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,8,5,1,0,0,5,1,11,6
day1_consultation15,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,13,3,1,0,0,2,2,6,4
day1_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,13,2,2,0,1,0,3,6,4
day3_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,13,2,0,0,1,0,1,4,2
day2_consultation07,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,13,5,0,0,1,4,0,11,5
day3_consultation04,openai_gpt-5.2,assemblyai-universal2,hospital_reception,13,3,0,0,0,0,3,3,3
day1_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,13,2,0,0,1,0,1,4,2
day1_consultation05,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,13,3,0,0,2,1,0,8,3
day3_consultation01,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,13,4,3,0,2,2,3,13,7
day1_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_reception,13,1,2,0,1,1,1,6,3
day1_consultation05,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,13,2,1,0,0,1,2,4,3
day3_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_reception,13,2,0,0,1,1,0,5,2
day3_consultation06,openai_gpt-5.2,assemblyai-universal2,hospital_reception,13,1,0,0,0,0,1,1,1
day3_consultation01,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,13,3,0,0,2,1,0,8,3
day2_consultation10,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,13,2,0,0,0,1,1,3,2
day1_consultation07,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,13,2,3,0,1,0,4,7,5
day3_consultation06,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,13,0,0,0,0,0,0,0,0
day1_consultation07,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,13,4,0,0,1,2,1,8,4
day2_consultation06,openai_gpt-5.2,assemblyai-universal2,hospital_reception,13,5,0,0,0,3,2,8,5
day2_consultation07,openai_gpt-5.2,assemblyai-universal2,outdoor_traffic,13,7,0,0,2,3,2,14,7
day2_consultation06,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,13,2,1,0,0,1,2,4,3
day3_consultation04,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,13,1,0,0,0,0,1,1,1
day2_consultation06,openai_gpt-5.2,assemblyai-universal2,hospital_maternity_ward,13,5,0,0,0,4,1,9,5
day2_consultation07,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,13,6,5,0,2,8,1,23,11
day1_consultation02,openai_gpt-5.2,assemblyai-universal2,hospital_corridor,13,4,1,0,0,2,3,7,5
